Agency,Agency Type,Distribution Channel,Product Name,Gender,Duration,Destination,Net Sales,Commision (in value),Age
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,26,MALAYSIA,21.0,0.0,44
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,3,JAPAN,80.0,0.0,35
JZI,Airlines,Online,Basic Plan,F,41,CHINA,44.0,15.4,37
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,25,THAILAND,40.0,0.0,36
C2B,Airlines,Online,Gold Plan,F,13,SINGAPORE,52.8,13.2,55
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,12,SRI LANKA,11.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,19,"KOREA, REPUBLIC OF",57.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,54,JAPAN,37.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,4,SINGAPORE,18.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,10,CHINA,35.0,0.0,54
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,19,HONG KONG,20.0,0.0,45
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,2,PHILIPPINES,17.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,21,CHINA,26.0,9.1,55
JZI,Airlines,Online,Basic Plan,M,31,THAILAND,22.0,7.7,42
SSI,Airlines,Online,Ticket Protector,Prefer not say,42,SINGAPORE,11.06,3.1,48
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,2,SINGAPORE,22.0,0.0,52
C2B,Airlines,Online,Silver Plan,F,20,SINGAPORE,50.0,12.5,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,100,INDONESIA,88.0,0.0,36
TST,Travel Agency,Offline,Travel Cruise Protect,F,10,MALAYSIA,30.0,10.5,43
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,AUSTRALIA,71.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,5,SINGAPORE,17.55,4.39,42
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,33,THAILAND,11.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,29,HONG KONG,-12.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,17,INDONESIA,14.0,0.0,33
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,95,UNITED KINGDOM,39.6,23.76,51
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,8,MALAYSIA,27.0,0.0,42
C2B,Airlines,Online,Bronze Plan,M,6,SINGAPORE,13.5,3.38,32
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,19,HONG KONG,13.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,40,HONG KONG,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,31,INDONESIA,93.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,34,INDONESIA,20.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,37,MALAYSIA,19.8,11.88,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,8,AUSTRALIA,50.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,7,VIET NAM,52.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,23,MYANMAR,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,71,"TAIWAN, PROVINCE OF CHINA",36.0,0.0,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,47,SINGAPORE,56.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,7,UNITED KINGDOM,29.7,17.82,26
JZI,Airlines,Online,Basic Plan,M,8,VIET NAM,22.0,7.7,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,42,MALAYSIA,29.7,17.82,45
C2B,Airlines,Online,Silver Plan,F,10,SINGAPORE,39.0,9.75,39
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,16,LAO PEOPLE'S DEMOCRATIC REPUBLIC,15.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,97,PHILIPPINES,27.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,3,VIET NAM,22.0,7.7,50
C2B,Airlines,Online,Bronze Plan,F,5,SINGAPORE,21.0,5.25,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,5,MALAYSIA,41.0,0.0,34
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,18,JAPAN,22.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,9,CHINA,39.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,48,UNITED KINGDOM,65.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,5,INDONESIA,18.0,6.3,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,53,CANADA,32.0,0.0,46
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,66,PAKISTAN,36.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,33,"TAIWAN, PROVINCE OF CHINA",40.0,14.0,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,27,JAPAN,36.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,4,MALAYSIA,18.0,6.3,42
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,11,JAPAN,46.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,87,UNITED STATES,64.0,0.0,26
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,9,SINGAPORE,0.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,31,MALAYSIA,18.0,6.3,41
C2B,Airlines,Online,Bronze Plan,F,22,SINGAPORE,40.0,10.0,28
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,35,"KOREA, REPUBLIC OF",28.0,0.0,27
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,24,SINGAPORE,15.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,23,UNITED STATES,80.0,0.0,55
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,88,THAILAND,20.0,0.0,42
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,13,HONG KONG,0.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,49,ITALY,39.6,23.76,31
C2B,Airlines,Online,Silver Plan,F,39,SINGAPORE,22.5,5.63,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,10,THAILAND,39.6,23.76,42
JZI,Airlines,Online,Basic Plan,M,39,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,2,MYANMAR,20.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,61,HONG KONG,26.0,9.1,42
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,32,CHINA,77.0,0.0,36
ART,Airlines,Online,24 Protect,M,11,PHILIPPINES,11.07,3.87,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,67,THAILAND,23.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,9,SINGAPORE,35.5,8.88,40
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,53,SINGAPORE,25.0,0.0,25
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,1,THAILAND,20.0,0.0,28
C2B,Airlines,Online,Bronze Plan,M,17,SINGAPORE,46.8,11.7,29
JZI,Airlines,Online,Basic Plan,F,9,HONG KONG,35.0,12.25,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,52,UNITED ARAB EMIRATES,38.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,10,SINGAPORE,10.0,0.0,34
C2B,Airlines,Online,Bronze Plan,F,12,SINGAPORE,16.0,4.0,25
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,16,FRANCE,39.6,23.76,25
C2B,Airlines,Online,Bronze Plan,F,6,SINGAPORE,21.0,5.25,39
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,16,LAO PEOPLE'S DEMOCRATIC REPUBLIC,75.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,13,CHINA,20.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,5,HONG KONG,26.0,9.1,28
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,4,VIET NAM,29.0,0.0,36
JZI,Airlines,Online,Value Plan,M,10,CHINA,58.0,20.3,52
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,19,SINGAPORE,49.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,8,SINGAPORE,23.5,5.88,54
JZI,Airlines,Online,Basic Plan,F,17,MALAYSIA,18.0,6.3,37
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,30,INDIA,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,37,HONG KONG,12.0,0.0,47
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,15,INDONESIA,27.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,12,MYANMAR,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,27,INDIA,77.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,42,FRANCE,88.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,90,JAPAN,46.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,44,VIET NAM,22.0,7.7,53
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,10,"TAIWAN, PROVINCE OF CHINA",19.8,11.88,26
JZI,Airlines,Online,Basic Plan,F,103,MYANMAR,42.0,14.7,35
JZI,Airlines,Online,Basic Plan,M,17,HONG KONG,26.0,9.1,54
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,F,6,THAILAND,32.0,20.8,28
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,10,MALAYSIA,10.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,29,JAPAN,0.0,11.88,53
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,56,PHILIPPINES,19.0,0.0,27
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,31,HONG KONG,12.0,0.0,33
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,17,HONG KONG,20.0,0.0,33
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,87,SRI LANKA,26.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,5,VIET NAM,13.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,12,HONG KONG,21.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,5,MALAYSIA,19.8,11.88,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,6,INDIA,91.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,8,PHILIPPINES,10.0,0.0,36
RAB,Airlines,Online,Value Plan,Prefer not say,61,BRUNEI DARUSSALAM,15.0,6.0,45
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,39,THAILAND,11.0,0.0,28
C2B,Airlines,Online,Silver Plan,M,51,SINGAPORE,72.0,18.0,32
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,16,SINGAPORE,39.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,2,MYANMAR,18.0,6.3,29
JZI,Airlines,Online,Basic Plan,M,57,HONG KONG,44.0,15.4,47
JZI,Airlines,Online,Basic Plan,F,61,THAILAND,22.0,7.7,29
C2B,Airlines,Online,Silver Plan,F,13,SINGAPORE,62.0,15.5,34
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,5,CAMBODIA,22.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,16,GREECE,29.7,17.82,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,8,VIET NAM,14.0,0.0,36
KML,Travel Agency,Online,Value Plan,M,23,INDONESIA,22.0,8.36,48
C2B,Airlines,Online,Silver Plan,M,22,SINGAPORE,56.5,14.13,39
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,33,VIET NAM,12.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,4,INDIA,42.0,0.0,36
SSI,Airlines,Online,Ticket Protector,Prefer not say,3,SINGAPORE,2.76,0.77,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,21,SINGAPORE,24.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,2,SRI LANKA,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,40,UNITED KINGDOM,71.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,4,VIET NAM,20.0,0.0,44
JZI,Airlines,Online,Basic Plan,M,38,HONG KONG,26.0,9.1,27
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,8,THAILAND,19.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,53,THAILAND,29.0,0.0,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,10,CHINA,38.0,0.0,36
SSI,Airlines,Online,Ticket Protector,Prefer not say,11,SINGAPORE,1.8,0.5,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,18,AUSTRALIA,91.0,0.0,36
C2B,Airlines,Online,Gold Plan,F,13,SINGAPORE,0.0,15.93,41
JZI,Airlines,Online,Basic Plan,F,88,JAPAN,40.0,14.0,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,21,THAILAND,45.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,29,SINGAPORE,53.0,13.25,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,6,INDONESIA,51.0,0.0,37
JZI,Airlines,Online,Basic Plan,M,34,HONG KONG,63.0,22.05,40
C2B,Airlines,Online,Bronze Plan,F,19,SINGAPORE,27.0,6.75,51
SSI,Airlines,Online,Ticket Protector,Prefer not say,61,SINGAPORE,9.12,2.56,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,26,JAPAN,47.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,28,CANADA,0.0,23.76,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,26,GERMANY,29.7,17.82,41
C2B,Airlines,Online,Silver Plan,F,24,SINGAPORE,29.0,7.25,32
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,54,TURKEY,59.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,37,CHINA,27.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,47,THAILAND,25.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,2,SINGAPORE,82.0,0.0,36
SSI,Airlines,Online,Ticket Protector,Prefer not say,83,SINGAPORE,2.38,0.67,48
SSI,Airlines,Online,Ticket Protector,Prefer not say,74,SINGAPORE,4.37,1.22,48
C2B,Airlines,Online,Silver Plan,F,5,SINGAPORE,18.5,4.63,25
C2B,Airlines,Online,Bronze Plan,F,19,SINGAPORE,34.5,8.63,28
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,71,CANADA,27.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,38,INDIA,10.0,0.0,48
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,10,JAPAN,24.0,0.0,36
RAB,Airlines,Online,Value Plan,Prefer not say,2,BRUNEI DARUSSALAM,15.0,6.0,37
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,65,CHINA,42.0,0.0,35
C2B,Airlines,Online,Bronze Plan,F,33,SINGAPORE,26.5,6.63,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,32,THAILAND,29.7,17.82,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,9,MALAYSIA,34.0,0.0,35
JZI,Airlines,Online,Basic Plan,F,13,MYANMAR,18.0,6.3,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,27,SINGAPORE,52.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,19,SINGAPORE,20.0,5.0,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,17,MALAYSIA,20.0,0.0,39
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,8,INDONESIA,10.0,0.0,39
RAB,Airlines,Online,Value Plan,Prefer not say,15,BRUNEI DARUSSALAM,23.0,9.2,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,28,AUSTRALIA,0.0,23.76,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,11,PHILIPPINES,12.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,28,SINGAPORE,10.0,0.0,29
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,4,MALAYSIA,10.0,0.0,28
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,CHILE,31.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,17,THAILAND,20.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,18,VIET NAM,22.0,7.7,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,95,JAPAN,79.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,10,HONG KONG,35.0,12.25,43
C2B,Airlines,Online,Bronze Plan,F,6,SINGAPORE,21.0,5.25,29
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,18,MALAYSIA,17.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,103,PHILIPPINES,33.0,11.55,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,31,INDIA,50.0,0.0,36
C2B,Airlines,Online,Silver Plan,M,7,SINGAPORE,29.5,7.38,25
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,21,UNITED ARAB EMIRATES,87.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,101,CROATIA,61.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,25,POLAND,34.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,7,CHINA,35.0,12.25,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,JAPAN,44.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,55,CHINA,38.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,18,MYANMAR,22.0,7.7,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,17,CHINA,62.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,6,MALAYSIA,0.0,7.7,27
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,1,MEXICO,30.0,0.0,47
C2B,Airlines,Online,Bronze Plan,M,61,SINGAPORE,17.0,4.25,51
JZI,Airlines,Online,Basic Plan,M,13,THAILAND,18.0,6.3,46
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,2,CAMBODIA,10.0,0.0,44
SSI,Airlines,Online,Ticket Protector,Prefer not say,56,SINGAPORE,3.99,1.12,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,29,INDIA,34.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,9,SINGAPORE,20.0,0.0,55
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,19,JAPAN,34.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,30,MALAYSIA,18.0,6.3,49
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,32,"KOREA, REPUBLIC OF",62.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,26,SINGAPORE,27.0,6.75,34
C2B,Airlines,Online,Bronze Plan,F,22,SINGAPORE,23.5,5.88,31
JZI,Airlines,Online,Basic Plan,M,42,THAILAND,18.0,6.3,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,11,THAILAND,19.8,11.88,24
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,86,"KOREA, REPUBLIC OF",40.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,1,THAILAND,20.0,0.0,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,43,MALAYSIA,21.0,0.0,36
C2B,Airlines,Online,Silver Plan,F,15,SINGAPORE,39.0,9.75,25
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,11,SINGAPORE,49.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,10,INDONESIA,18.0,6.3,40
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,41,VIET NAM,0.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,11,INDONESIA,27.0,0.0,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,19,CHINA,23.0,0.0,32
C2B,Airlines,Online,Silver Plan,M,53,SINGAPORE,33.5,8.38,29
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,36,MALAYSIA,10.0,0.0,46
C2B,Airlines,Online,Bronze Plan,F,6,SINGAPORE,11.5,2.88,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,39,THAILAND,20.0,0.0,41
ART,Airlines,Online,24 Protect,M,11,MALAYSIA,8.62,3.02,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,10,JAPAN,20.0,0.0,27
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,14,MYANMAR,62.0,0.0,36
ART,Airlines,Online,24 Protect,M,5,SINGAPORE,4.7,1.65,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,34,CHINA,32.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,29,SINGAPORE,25.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,1,NETHERLANDS,9.9,5.94,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,44,MYANMAR,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,13,CHINA,38.0,0.0,53
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,34,JAPAN,49.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,56,PHILIPPINES,44.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,19,CHINA,43.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,21,THAILAND,18.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,33,THAILAND,20.0,0.0,30
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,10,INDONESIA,18.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,9,SINGAPORE,27.0,6.75,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,50,THAILAND,38.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,19,INDIA,32.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,7,SINGAPORE,24.0,6.0,44
SSI,Airlines,Online,Ticket Protector,Prefer not say,2,SINGAPORE,7.15,2.0,48
C2B,Airlines,Online,Bronze Plan,F,5,SINGAPORE,16.0,4.0,24
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,13,MALAYSIA,39.6,23.76,49
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,11,"KOREA, REPUBLIC OF",41.0,0.0,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,86,SINGAPORE,42.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,10,THAILAND,20.0,0.0,52
SSI,Airlines,Online,Ticket Protector,Prefer not say,22,SINGAPORE,1.35,0.38,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,66,ISRAEL,27.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,8,MALAYSIA,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,5,INDIA,22.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,17,THAILAND,37.0,0.0,36
TST,Travel Agency,Offline,Travel Cruise Protect,F,81,MALAYSIA,30.0,10.5,47
C2B,Airlines,Online,Gold Plan,F,9,SINGAPORE,63.7,15.93,45
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,20,OMAN,80.0,0.0,36
C2B,Airlines,Online,Silver Plan,M,17,SINGAPORE,46.8,11.7,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,10,THAILAND,19.8,11.88,51
JZI,Airlines,Online,Basic Plan,F,8,INDONESIA,18.0,6.3,25
C2B,Airlines,Online,Silver Plan,F,22,SINGAPORE,72.0,18.0,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,16,THAILAND,31.0,0.0,47
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,19,UNITED STATES,71.0,0.0,38
JZI,Airlines,Online,Basic Plan,M,18,THAILAND,22.0,7.7,49
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,2,SAUDI ARABIA,64.0,0.0,36
C2B,Airlines,Online,Silver Plan,F,29,SINGAPORE,48.5,12.13,28
JZI,Airlines,Online,Basic Plan,M,17,JAPAN,35.0,12.25,44
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,45,PHILIPPINES,16.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,19,THAILAND,27.0,0.0,45
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,44,UNITED STATES,80.0,0.0,38
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,7,THAILAND,23.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,75,UNITED STATES,14.0,0.0,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,9,INDONESIA,30.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,12,VIET NAM,50.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,93,CHINA,67.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,8,HONG KONG,43.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,55,UNITED KINGDOM,74.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,9,SINGAPORE,21.0,5.25,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,33,AUSTRALIA,9.9,5.94,28
JZI,Airlines,Online,Basic Plan,F,10,CHINA,35.0,12.25,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,32,SINGAPORE,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,6,THAILAND,20.0,0.0,42
C2B,Airlines,Online,Bronze Plan,M,23,SINGAPORE,72.0,18.0,30
